type,data-set,entityid,addresstype,addressline1,city,state,postalcode,country,linkid,
ABPolicyPerson,0,demo_sample:104,David,Weeks,demo_sample:4_104,619-275-5986,187-656-3259,work,123-84-7703,demo_sample:104
ABPolicyPerson,0,demo_sample:105,Eric,Andy,demo_sample:5_105,166-988-1063,772-492-6598,work,123-84-7704,demo_sample:105
ABPolicyPerson,0,demo_sample:106,Flin,William,demo_sample:6_106,538-660-1039,274-971-2946,home,123-84-7705,demo_sample:106
ABPolicyPerson,0,demo_sample:107,Geoff,John,demo_sample:7_107,135-590-1308,820-110-1594,work,123-84-7706,demo_sample:107
ABPolicyPerson,0,demo_sample:108,Harper,David,demo_sample:8_108,736-425-9647,711-110-1338,home,123-84-7707,demo_sample:108
ABPolicyPerson,0,demo_sample:109,Ian,Tim,demo_sample:9_109,243-156-5792,995-781-6539,work,123-84-7708,demo_sample:109
ABPolicyPerson,0,demo_sample:110,John,Dan,demo_sample:10_110,553-309-5473,508-939-4395,work,123-84-7709,demo_sample:110
ABPolicyPerson,0,demo_sample:111,Kelly,Pete,demo_sample:11_111,330-752-1925,267-941-4552,work,123-84-7710,demo_sample:111
ABPolicyPerson,0,demo_sample:112,Liam,Robert,demo_sample:12_112,701-236-8675,679-773-3508,work,123-84-7711,demo_sample:112
ABPolicyPerson,0,demo_sample:113,Mart,Matthew,demo_sample:13_113,166-691-5712,188-196-6674,work,123-84-7712,demo_sample:113
ABPolicyPerson,0,demo_sample:114,Nate,Timothy,demo_sample:14_114,109-627-7271,476-498-6086,work,123-84-7713,demo_sample:114
ABPolicyPerson,0,demo_sample:115,Olaf,Simpson,demo_sample:15_115,443-235-6539,594-518-9856,work,123-84-7714,demo_sample:115
ABPolicyPerson,0,demo_sample:116,Perry,Newton,demo_sample:16_116,698-257-6407,574-912-4369,home,123-84-7715,demo_sample:116
ABPolicyPerson,0,demo_sample:117,Quaiche,Smith,demo_sample:17_117,647-569-9708,488-761-6295,work,123-84-7716,demo_sample:117
ABPolicyPerson,0,demo_sample:118,Randolf,Scott,demo_sample:18_118,549-979-8870,963-685-5852,home,123-84-7717,demo_sample:118
ABPolicyPerson,0,demo_sample:119,Stu,Pike,demo_sample:19_119,252-396-3614,836-525-9211,work,123-84-7718,demo_sample:119
ABPolicyPerson,0,demo_sample:120,Tyler,Panola,demo_sample:20_120,972-175-2147,161-340-7905,work,123-84-7719,demo_sample:120
ABPolicyPerson,0,demo_sample:121,Uno,Washington,demo_sample:21_121,535-503-5560,859-897-7231,work,123-84-7720,demo_sample:121
ABPolicyPerson,0,demo_sample:122,Vern,Warren,demo_sample:22_122,727-889-5349,489-312-5390,work,123-84-7721,demo_sample:122
ABPolicyPerson,0,demo_sample:123,Warren,Sharkey,demo_sample:23_123,933-696-3485,968-650-5126,work,123-84-7722,demo_sample:123
ABPolicyPerson,0,demo_sample:124,Yoan,Rankin,demo_sample:24_124,251-114-6831,838-169-5135,work,123-84-7723,demo_sample:124
ABPolicyPerson,0,demo_sample:125,Zachary,Madison,demo_sample:25_125,120-455-2523,892-677-8650,work,123-84-7724,demo_sample:125
ABPolicyPerson,0,demo_sample:126,Adam,Perry,demo_sample:26_126,770-262-3523,260-143-7974,home,123-84-7725,demo_sample:126
ABPolicyPerson,0,demo_sample:127,Bart,Quitman,demo_sample:27_127,651-833-2561,538-899-6121,work,123-84-7726,demo_sample:127
ABPolicyPerson,0,demo_sample:128,Corrie,Leflore,demo_sample:28_128,693-424-2104,527-878-7917,home,123-84-7727,demo_sample:128
ABPolicyPerson,0,demo_sample:129,Danielle,Lincoln,demo_sample:29_129,544-167-6565,195-882-1159,work,123-84-7728,demo_sample:129
ABPolicyPerson,0,demo_sample:130,Ermin,Stone,demo_sample:30_130,260-318-5666,549-136-5539,work,123-84-7729,demo_sample:130
ABPolicyPerson,0,demo_sample:131,Frank,Neshoba,demo_sample:31_131,737-107-9362,125-668-1396,work,123-84-7730,demo_sample:131
ABPolicyPerson,0,demo_sample:132,George,Montgomery,demo_sample:32_132,450-172-5314,362-653-8333,work,123-84-7731,demo_sample:132
ABPolicyPerson,0,demo_sample:133,Henry,Wilkinson,demo_sample:33_133,497-653-7931,396-723-4352,work,123-84-7732,demo_sample:133
ABPolicyPerson,0,demo_sample:134,Ilam,Noxubee,demo_sample:34_134,335-352-9070,617-309-1885,work,323-84-7733,demo_sample:134
ABPolicyPerson,0,demo_sample:135,Jon ,Pontotoc,demo_sample:35_135,439-524-7620,310-650-5944,work,123-84-7734,demo_sample:135
ABPolicyPerson,0,demo_sample:136,Ken,Union,demo_sample:36_136,933-990-9408,440-154-7989,home,123-84-7735,demo_sample:136
ABPolicyPerson,0,demo_sample:137,Lannie,Tate,demo_sample:37_137,818-404-3122,260-703-4098,work,123-84-7736,demo_sample:137
ABPolicyPerson,0,demo_sample:138,Mia,Yazoo,demo_sample:38_138,948-691-9866,325-545-7353,home,123-84-7737,demo_sample:138
ABPolicyPerson,0,demo_sample:139,Norbert,Marion,demo_sample:39_139,686-204-1303,916-120-3001,work,123-84-7738,demo_sample:139
ABPolicyPerson,0,demo_sample:140,Ojai,Walthall,demo_sample:40_140,169-577-6038,370-131-3781,work,123-84-7739,demo_sample:140
ABPolicyPerson,0,demo_sample:141,Paul,Monroe,demo_sample:41_141,598-287-8729,694-532-7386,work,123-84-7740,demo_sample:141
ABPolicyPerson,0,demo_sample:142,Rianna,Oktibbeha,demo_sample:42_142,969-755-3765,790-543-7125,work,123-84-7741,demo_sample:142
ABPolicyPerson,0,demo_sample:143,Stuart,Prentiss,demo_sample:43_143,306-879-4032,275-811-3641,work,123-84-7742,demo_sample:143
ABPolicyPerson,0,demo_sample:144,Tia,Wayne,demo_sample:44_144,883-827-1010,141-252-5128,work,123-84-7743,demo_sample:144
ABPolicyPerson,0,demo_sample:145,Ulia,Tallahatchie,demo_sample:45_145,780-386-1460,370-772-7552,work,123-84-7744,demo_sample:145
ABPolicyPerson,0,demo_sample:146,Via,Tishomingo,demo_sample:46_146,607-859-7458,589-152-8519,home,123-84-7745,demo_sample:146
ABPolicyPerson,0,demo_sample:147,Wylan,Marshall,demo_sample:47_147,470-141-6944,666-690-3615,work,123-84-7746,demo_sample:147
ABPolicyPerson,0,demo_sample:148,Xenyu,Lowndes,demo_sample:48_148,416-275-3646,391-496-2175,home,123-84-7747,demo_sample:148
ABPolicyPerson,0,demo_sample:149,Yora,Tippah,demo_sample:49_149,793-139-8086,331-873-4096,work,123-84-7748,demo_sample:149
ABPolicyPerson,0,demo_sample:150,Zela,Sunflower,demo_sample:50_150,425-706-9995,661-831-7771,work,123-84-7749,demo_sample:150
ABPolicyPerson,0,demo_sample:151,Aliana,Tunica,demo_sample:51_151,841-660-5573,831-787-8655,work,123-84-7750,demo_sample:151
ABPolicyPerson,0,demo_sample:152,Betty,Yalobusha,demo_sample:52_152,507-922-8698,234-493-5003,work,123-84-7751,demo_sample:152
ABPolicyPerson,0,demo_sample:153,Christy,Webster,demo_sample:53_153,685-127-2468,800-872-6046,work,123-84-7752,demo_sample:153
ABPolicyPerson,0,demo_sample:154,Dina,Winston,demo_sample:54_154,268-262-8048,438-658-8771,work,123-84-7753,demo_sample:154
ABPolicyPerson,0,demo_sample:155,Erica,Hinds,demo_sample:55_155,324-159-7702,449-890-9318,work,123-84-7754,demo_sample:155
